demand_id,buyer_id,buyer_type,buyer_name,commodity,required_quantity_quintal,required_quality,max_moisture_percent,offered_price_rs_per_quintal,payment_terms,delivery_location,requirement_window_days,verification_status,data_status
D0555,B0216,Processor,Ajmer Processor Buyer 54,Tomato,300,A,87.9,2640,Payment after quality acceptance,Ajmer,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0556,B0169,Wholesale,Kota Wholesale Buyer 56,Wheat,75,FAQ,9.3,2820,Payment after quality acceptance,Kota,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0557,B0160,Retail Chain,Hanumangarh Retail Chain Buyer 24,Tomato,1000,B,88.5,2970,30% advance + balance on delivery,Hanumangarh,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0558,B0002,Processor,Sikar Processor Buyer 74,Garlic,300,Large,69.5,11190,T+1 day,Sikar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0559,B0010,Wholesale,Hanumangarh Wholesale Buyer 73,Garlic,200,Large,69.1,5340,Immediate UPI/RTGS,Hanumangarh,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0560,B0120,Wholesale,Ajmer Wholesale Buyer 67,Mustard,750,FAQ,6.6,5910,30% advance + balance on delivery,Ajmer,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0561,B0176,Wholesale,Bhilwara Wholesale Buyer 70,Tomato,1500,B,88.8,1190,T+3 days,Bhilwara,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0562,B0188,Institutional,Bikaner Institutional Buyer 43,Tomato,500,B,88.1,3730,T+3 days,Bikaner,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0563,B0187,Exporter,Chittorgarh Exporter Buyer 73,Wheat,2000,Grade A,9.2,2580,T+7 days,Chittorgarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0564,B0074,Exporter,Bhilwara Exporter Buyer 63,Wheat,2000,FAQ,9.4,2230,Immediate UPI/RTGS,Bhilwara,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0565,B0004,Wholesale,Ajmer Wholesale Buyer 15,Gram,150,FAQ,9.7,5450,Payment after quality acceptance,Ajmer,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0566,B0125,Processor,Barmer Processor Buyer 24,Onion,2000,Large,74.6,1800,T+3 days,Barmer,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0567,B0061,Institutional,Nagaur Institutional Buyer 57,Bajra,300,FAQ,9.6,2590,Payment after quality acceptance,Nagaur,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0568,B0043,FPO,Bhilwara FPO Buyer 60,Wheat,50,Grade A,10.4,2260,T+7 days,Bhilwara,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0569,B0038,Wholesale,Bhilwara Wholesale Buyer 68,Garlic,500,Large,67.0,7680,T+7 days,Bhilwara,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0570,B0217,Exporter,Kota Exporter Buyer 56,Wheat,1500,Grade A,10.0,2650,T+3 days,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0571,B0188,Wholesale,Bhilwara Wholesale Buyer 76,Gram,500,FAQ,8.6,5410,Payment after quality acceptance,Bhilwara,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0572,B0018,Processor,Jodhpur Processor Buyer 2,Onion,25,Medium,72.3,3320,Immediate UPI/RTGS,Jodhpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0573,B0009,Wholesale,Alwar Wholesale Buyer 4,Onion,150,Large,72.3,1690,30% advance + balance on delivery,Alwar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0574,B0034,Exporter,Chittorgarh Exporter Buyer 49,Mustard,50,FAQ,7.7,6740,Payment after quality acceptance,Chittorgarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0575,B0117,Wholesale,Bikaner Wholesale Buyer 36,Gram,50,Grade A,9.1,6430,Payment after quality acceptance,Bikaner,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0576,B0098,Retail Chain,Ajmer Retail Chain Buyer 50,Gram,150,Grade A,10.0,4950,T+3 days,Ajmer,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0577,B0046,Processor,Bikaner Processor Buyer 63,Bajra,100,FAQ,9.4,2600,T+7 days,Bikaner,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0578,B0019,FPO,Chittorgarh FPO Buyer 74,Tomato,25,B,89.3,1170,Immediate UPI/RTGS,Chittorgarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0579,B0039,Processor,Hanumangarh Processor Buyer 43,Wheat,300,Grade A,10.7,2540,30% advance + balance on delivery,Hanumangarh,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0580,B0139,Institutional,Sri Ganganagar Institutional Buyer 29,Tomato,2000,A,88.2,1150,Payment after quality acceptance,Sri Ganganagar,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0581,B0175,Wholesale,Udaipur Wholesale Buyer 39,Mustard,200,Bold Seed,5.2,6050,Payment after quality acceptance,Udaipur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0582,B0052,Retail Chain,Kota Retail Chain Buyer 23,Onion,150,Large,72.1,2850,T+7 days,Kota,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0583,B0177,FPO,Chittorgarh FPO Buyer 46,Gram,50,Grade A,7.3,6410,Payment after quality acceptance,Chittorgarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0584,B0126,Processor,Jaipur Processor Buyer 50,Bajra,2000,FAQ,11.4,2400,Payment after quality acceptance,Jaipur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0585,B0202,Processor,Jaipur Processor Buyer 6,Tomato,25,B,87.4,2520,Payment after quality acceptance,Jaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0586,B0189,Wholesale,Chittorgarh Wholesale Buyer 19,Bajra,50,Clean,11.0,2140,T+7 days,Chittorgarh,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0587,B0162,Wholesale,Chittorgarh Wholesale Buyer 7,Maize,25,Grade A,13.5,2120,Immediate UPI/RTGS,Chittorgarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0588,B0153,Retail Chain,Nagaur Retail Chain Buyer 79,Mustard,50,FAQ,5.2,6470,T+1 day,Nagaur,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0589,B0140,Processor,Sikar Processor Buyer 18,Garlic,1500,Large,69.5,10890,T+1 day,Sikar,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0590,B0194,Processor,Sikar Processor Buyer 54,Bajra,150,FAQ,11.1,2280,30% advance + balance on delivery,Sikar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0591,B0203,Wholesale,Hanumangarh Wholesale Buyer 79,Maize,75,Grade A,13.3,2020,Immediate UPI/RTGS,Hanumangarh,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0592,B0107,Processor,Jaipur Processor Buyer 61,Wheat,50,FAQ,9.6,2560,Payment after quality acceptance,Jaipur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0593,B0010,Exporter,Alwar Exporter Buyer 77,Garlic,1000,Medium,69.2,12080,30% advance + balance on delivery,Alwar,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0594,B0031,Processor,Sri Ganganagar Processor Buyer 68,Onion,100,Small,73.9,1690,30% advance + balance on delivery,Sri Ganganagar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0595,B0014,Wholesale,Barmer Wholesale Buyer 25,Tomato,100,A,89.4,2210,Payment after quality acceptance,Barmer,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0596,B0166,Processor,Ajmer Processor Buyer 47,Tomato,25,B,87.6,1070,T+3 days,Ajmer,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0597,B0041,Wholesale,Kota Wholesale Buyer 4,Wheat,750,Grade A,10.5,2420,Immediate UPI/RTGS,Kota,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0598,B0084,Processor,Sri Ganganagar Processor Buyer 30,Onion,1500,Small,73.0,3490,Immediate UPI/RTGS,Sri Ganganagar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0599,B0150,Retail Chain,Sri Ganganagar Retail Chain Buyer 63,Maize,50,FAQ,13.7,2500,T+1 day,Sri Ganganagar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0600,B0162,FPO,Sri Ganganagar FPO Buyer 46,Bajra,500,Clean,9.6,2340,T+1 day,Sri Ganganagar,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0601,B0108,Processor,Ajmer Processor Buyer 22,Gram,500,Grade A,7.7,5970,T+3 days,Ajmer,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0602,B0106,Exporter,Udaipur Exporter Buyer 67,Bajra,100,Clean,11.6,2210,T+1 day,Udaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0603,B0064,Processor,Bharatpur Processor Buyer 42,Tomato,300,B,88.7,2060,30% advance + balance on delivery,Bharatpur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0604,B0197,Processor,Jaipur Processor Buyer 65,Garlic,500,Medium,68.3,12510,T+7 days,Jaipur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0605,B0178,Processor,Bikaner Processor Buyer 53,Tomato,750,A,87.4,860,T+3 days,Bikaner,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0606,B0220,Wholesale,Bikaner Wholesale Buyer 74,Wheat,75,FAQ,11.9,2780,T+7 days,Bikaner,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0607,B0119,Retail Chain,Ajmer Retail Chain Buyer 1,Garlic,200,Export,67.2,11410,Payment after quality acceptance,Ajmer,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0608,B0139,Wholesale,Sri Ganganagar Wholesale Buyer 74,Gram,2000,FAQ,9.4,6360,Immediate UPI/RTGS,Sri Ganganagar,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0609,B0014,Exporter,Jodhpur Exporter Buyer 15,Wheat,1500,Grade A,10.1,2660,30% advance + balance on delivery,Jodhpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0610,B0144,Wholesale,Ajmer Wholesale Buyer 27,Onion,2000,Small,74.9,1370,T+1 day,Ajmer,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0611,B0193,Exporter,Chittorgarh Exporter Buyer 29,Tomato,1000,B,88.1,1870,T+3 days,Chittorgarh,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0612,B0125,Processor,Jaipur Processor Buyer 65,Gram,200,FAQ,8.4,5950,30% advance + balance on delivery,Jaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0613,B0049,FPO,Udaipur FPO Buyer 59,Tomato,1500,A,87.2,1130,T+1 day,Udaipur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0614,B0128,FPO,Ajmer FPO Buyer 20,Mustard,2000,FAQ,6.6,5570,Payment after quality acceptance,Ajmer,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0615,B0089,Wholesale,Bhilwara Wholesale Buyer 54,Garlic,75,Large,69.2,9850,Immediate UPI/RTGS,Bhilwara,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0616,B0166,Retail Chain,Jaipur Retail Chain Buyer 43,Mustard,100,Bold Seed,6.7,6530,Payment after quality acceptance,Jaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0617,B0114,Wholesale,Udaipur Wholesale Buyer 59,Tomato,750,B,88.7,3600,T+3 days,Udaipur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0618,B0038,FPO,Bikaner FPO Buyer 46,Maize,150,Grade A,12.4,1960,T+1 day,Bikaner,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0619,B0204,Exporter,Ajmer Exporter Buyer 20,Gram,2000,FAQ,7.7,6500,Immediate UPI/RTGS,Ajmer,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0620,B0182,FPO,Bharatpur FPO Buyer 5,Tomato,100,B,89.9,3670,T+1 day,Bharatpur,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0621,B0128,FPO,Jodhpur FPO Buyer 19,Bajra,25,Clean,11.8,2610,T+1 day,Jodhpur,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0622,B0038,Retail Chain,Bikaner Retail Chain Buyer 73,Gram,1000,Grade A,8.0,6500,Immediate UPI/RTGS,Bikaner,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0623,B0007,Wholesale,Ajmer Wholesale Buyer 52,Wheat,50,FAQ,10.3,2590,Immediate UPI/RTGS,Ajmer,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0624,B0006,Wholesale,Udaipur Wholesale Buyer 11,Maize,150,Grade A,13.0,2150,Immediate UPI/RTGS,Udaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0625,B0015,FPO,Bikaner FPO Buyer 47,Maize,1000,Grade A,11.4,2550,T+7 days,Bikaner,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0626,B0115,FPO,Jaipur FPO Buyer 72,Onion,200,Small,72.6,1980,T+7 days,Jaipur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0627,B0187,Processor,Bharatpur Processor Buyer 54,Tomato,2000,A,89.5,2970,30% advance + balance on delivery,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0628,B0017,Institutional,Bharatpur Institutional Buyer 76,Maize,750,Grade A,11.3,2320,T+7 days,Bharatpur,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0629,B0194,Wholesale,Ajmer Wholesale Buyer 18,Garlic,2000,Medium,67.6,10810,T+7 days,Ajmer,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0630,B0127,Retail Chain,Nagaur Retail Chain Buyer 72,Wheat,1000,Grade A,9.7,2580,Immediate UPI/RTGS,Nagaur,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0631,B0168,Retail Chain,Bhilwara Retail Chain Buyer 37,Gram,500,Grade A,7.5,5110,Payment after quality acceptance,Bhilwara,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0632,B0154,Wholesale,Kota Wholesale Buyer 47,Wheat,500,Grade A,10.7,2280,T+3 days,Kota,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0633,B0217,Institutional,Sikar Institutional Buyer 34,Mustard,1000,FAQ,6.7,5240,T+1 day,Sikar,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0634,B0108,Processor,Sikar Processor Buyer 46,Bajra,150,FAQ,9.9,2560,30% advance + balance on delivery,Sikar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0635,B0193,Wholesale,Barmer Wholesale Buyer 22,Maize,50,Grade A,13.6,2660,Payment after quality acceptance,Barmer,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0636,B0137,Wholesale,Bhilwara Wholesale Buyer 75,Gram,200,Grade A,9.5,5040,Immediate UPI/RTGS,Bhilwara,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0637,B0042,Institutional,Barmer Institutional Buyer 14,Onion,200,Small,72.5,3550,T+1 day,Barmer,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0638,B0210,Institutional,Sri Ganganagar Institutional Buyer 17,Mustard,50,FAQ,6.4,5490,T+3 days,Sri Ganganagar,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0639,B0196,Institutional,Nagaur Institutional Buyer 44,Bajra,1000,FAQ,11.1,2760,Immediate UPI/RTGS,Nagaur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0640,B0079,Retail Chain,Ajmer Retail Chain Buyer 17,Maize,75,FAQ,11.4,2190,Immediate UPI/RTGS,Ajmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0641,B0051,Retail Chain,Jaipur Retail Chain Buyer 14,Mustard,300,FAQ,7.4,5300,30% advance + balance on delivery,Jaipur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0642,B0078,Exporter,Kota Exporter Buyer 2,Tomato,25,A,89.3,1130,30% advance + balance on delivery,Kota,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0643,B0217,FPO,Bhilwara FPO Buyer 36,Bajra,50,Clean,10.1,2280,30% advance + balance on delivery,Bhilwara,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0644,B0056,Retail Chain,Kota Retail Chain Buyer 25,Mustard,25,Bold Seed,5.5,6550,30% advance + balance on delivery,Kota,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0645,B0094,Institutional,Hanumangarh Institutional Buyer 76,Maize,2000,FAQ,12.3,2500,Immediate UPI/RTGS,Hanumangarh,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0646,B0029,Processor,Sri Ganganagar Processor Buyer 41,Garlic,100,Medium,68.4,9170,30% advance + balance on delivery,Sri Ganganagar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0647,B0022,FPO,Chittorgarh FPO Buyer 42,Onion,2000,Medium,72.3,1300,T+3 days,Chittorgarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0648,B0049,Wholesale,Alwar Wholesale Buyer 9,Tomato,150,B,89.8,2990,T+3 days,Alwar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0649,B0169,Processor,Bhilwara Processor Buyer 11,Tomato,500,A,87.4,3470,T+7 days,Bhilwara,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0650,B0052,FPO,Kota FPO Buyer 77,Bajra,100,Clean,9.4,2530,T+7 days,Kota,21,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0651,B0070,Wholesale,Barmer Wholesale Buyer 52,Gram,1000,Grade A,8.4,6310,30% advance + balance on delivery,Barmer,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0652,B0065,Wholesale,Ajmer Wholesale Buyer 63,Gram,50,Grade A,7.7,5110,T+1 day,Ajmer,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0653,B0046,Processor,Nagaur Processor Buyer 49,Wheat,1500,Grade A,9.5,2230,30% advance + balance on delivery,Nagaur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0654,B0052,Wholesale,Bhilwara Wholesale Buyer 38,Mustard,500,Bold Seed,6.5,6390,T+3 days,Bhilwara,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0655,B0099,Processor,Barmer Processor Buyer 58,Wheat,300,Grade A,11.6,2350,T+7 days,Barmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0656,B0126,Wholesale,Ajmer Wholesale Buyer 56,Wheat,150,FAQ,9.9,2410,T+7 days,Ajmer,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0657,B0121,Wholesale,Bhilwara Wholesale Buyer 61,Tomato,750,A,88.5,3720,T+7 days,Bhilwara,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0658,B0016,Wholesale,Udaipur Wholesale Buyer 4,Garlic,150,Export,67.1,8280,T+3 days,Udaipur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0659,B0106,Processor,Sri Ganganagar Processor Buyer 45,Onion,200,Small,74.0,2110,T+1 day,Sri Ganganagar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0660,B0087,Wholesale,Hanumangarh Wholesale Buyer 22,Mustard,150,FAQ,6.6,5490,Immediate UPI/RTGS,Hanumangarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0661,B0006,Processor,Bharatpur Processor Buyer 41,Garlic,500,Large,68.7,11020,T+3 days,Bharatpur,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0662,B0128,Wholesale,Kota Wholesale Buyer 65,Tomato,100,B,87.5,2520,T+3 days,Kota,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0663,B0055,Wholesale,Bikaner Wholesale Buyer 37,Maize,50,Grade A,11.1,2580,30% advance + balance on delivery,Bikaner,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0664,B0087,Retail Chain,Chittorgarh Retail Chain Buyer 35,Mustard,50,FAQ,6.7,6710,30% advance + balance on delivery,Chittorgarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0665,B0130,Retail Chain,Sikar Retail Chain Buyer 39,Maize,1500,Grade A,13.0,2280,T+3 days,Sikar,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0666,B0196,Wholesale,Bharatpur Wholesale Buyer 71,Garlic,500,Medium,69.6,11870,Payment after quality acceptance,Bharatpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0667,B0069,Wholesale,Alwar Wholesale Buyer 69,Tomato,2000,B,89.8,3190,Payment after quality acceptance,Alwar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0668,B0192,Institutional,Sikar Institutional Buyer 39,Maize,100,Grade A,12.2,2090,Immediate UPI/RTGS,Sikar,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0669,B0066,Retail Chain,Bharatpur Retail Chain Buyer 77,Garlic,1500,Medium,68.2,6640,Immediate UPI/RTGS,Bharatpur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0670,B0125,Retail Chain,Alwar Retail Chain Buyer 72,Wheat,150,Grade A,10.3,2790,Immediate UPI/RTGS,Alwar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0671,B0141,Processor,Ajmer Processor Buyer 23,Gram,150,FAQ,9.9,6480,T+7 days,Ajmer,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0672,B0017,Retail Chain,Nagaur Retail Chain Buyer 53,Wheat,200,Grade A,11.0,2580,Immediate UPI/RTGS,Nagaur,10,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0673,B0134,Wholesale,Kota Wholesale Buyer 75,Maize,750,Grade A,12.5,2050,Immediate UPI/RTGS,Kota,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0674,B0207,Retail Chain,Sikar Retail Chain Buyer 31,Onion,2000,Medium,72.7,2190,Immediate UPI/RTGS,Sikar,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0675,B0126,Institutional,Bikaner Institutional Buyer 69,Gram,1000,Grade A,9.1,4940,Immediate UPI/RTGS,Bikaner,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0676,B0093,Processor,Bhilwara Processor Buyer 61,Tomato,150,B,89.5,1540,Immediate UPI/RTGS,Bhilwara,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0677,B0065,Exporter,Chittorgarh Exporter Buyer 71,Wheat,1500,Grade A,9.9,2500,Payment after quality acceptance,Chittorgarh,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0678,B0066,Institutional,Nagaur Institutional Buyer 39,Maize,25,FAQ,13.8,2400,T+1 day,Nagaur,7,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0679,B0203,Institutional,Hanumangarh Institutional Buyer 5,Bajra,200,Clean,11.6,2620,T+7 days,Hanumangarh,10,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0680,B0042,Institutional,Chittorgarh Institutional Buyer 34,Onion,50,Large,72.2,3310,T+7 days,Chittorgarh,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0681,B0165,Processor,Chittorgarh Processor Buyer 24,Tomato,25,B,89.4,4080,T+1 day,Chittorgarh,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0682,B0029,FPO,Bhilwara FPO Buyer 21,Maize,1000,FAQ,12.5,2000,Payment after quality acceptance,Bhilwara,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0683,B0189,Exporter,Barmer Exporter Buyer 18,Garlic,500,Large,67.5,9890,30% advance + balance on delivery,Barmer,30,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0684,B0101,Processor,Alwar Processor Buyer 49,Gram,200,FAQ,7.1,5260,Immediate UPI/RTGS,Alwar,14,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0685,B0013,Processor,Bikaner Processor Buyer 52,Mustard,2000,Bold Seed,6.8,5630,T+1 day,Bikaner,3,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0686,B0112,Processor,Udaipur Processor Buyer 59,Bajra,2000,Clean,9.4,2770,Payment after quality acceptance,Udaipur,5,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0687,B0111,Wholesale,Bharatpur Wholesale Buyer 27,Gram,300,FAQ,10.0,5130,T+3 days,Bharatpur,21,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0688,B0075,Institutional,Ajmer Institutional Buyer 34,Garlic,75,Medium,68.9,5290,T+1 day,Ajmer,7,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0689,B0176,Institutional,Jaipur Institutional Buyer 28,Mustard,200,Bold Seed,7.1,6210,Payment after quality acceptance,Jaipur,14,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0690,B0061,Wholesale,Kota Wholesale Buyer 61,Mustard,25,Bold Seed,8.0,6050,Payment after quality acceptance,Kota,30,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0691,B0102,Institutional,Bharatpur Institutional Buyer 48,Wheat,300,FAQ,11.9,2580,30% advance + balance on delivery,Bharatpur,3,Prototype verified,SYNTHETIC PROTOTYPE - NOT REAL BUYER
D0692,B0034,Institutional,Ajmer Institutional Buyer 12,Gram,200,Grade A,9.1,5990,T+7 days,Ajmer,5,Pending verification,SYNTHETIC PROTOTYPE - NOT REAL BUYER
